dataset,state,start_time,end_time,duration,start_index,end_index
good,1,0.123376078903675,8.1560697555542,8.032693676650524,0,63
good,0,8.1560697555542,9.53669929504395,1.3806295394897514,64,74
good,1,9.53669929504395,10.791748046875,1.2550487518310494,75,84
good,0,10.791748046875,10.9172687530518,0.12552070617680045,85,85
good,1,10.9172687530518,15.8121385574341,4.894869804382299,86,124
good,0,15.8121385574341,15.9376459121704,0.12550735473639918,125,125
good,1,15.9376459121704,18.4477787017822,2.510132789611802,126,145
good,0,18.4477787017822,18.5732975006104,0.1255187988281996,146,146
good,1,18.5732975006104,19.3263607025146,0.7530632019041974,147,152
good,0,19.3263607025146,19.4518661499023,0.12550735473639918,153,153
good,1,19.4518661499023,19.5773544311523,0.12550735473639918,154,154
good,0,19.5773544311523,19.7028656005859,0.1255111694335973,155,155
good,1,19.7028656005859,19.9538822174072,0.2510166168213033,156,157
good,0,19.9538822174072,20.2048797607422,0.250997543335,158,159
good,1,20.2048797607422,20.7069187164307,0.5020389556884979,160,163
good,0,20.7069187164307,20.9579238891602,0.2510051727294993,164,165
good,1,20.9579238891602,21.8365020751953,0.8785781860350994,166,172
good,0,21.8365020751953,21.9620380401611,0.12553596496580255,173,173
good,1,21.9620380401611,23.0915985107422,1.1295604705811009,174,182
good,0,23.0915985107422,23.2171058654785,0.12550735473639918,183,183
good,1,23.2171058654785,24.3466644287109,1.129558563232397,184,192
good,0,24.3466644287109,24.7231864929199,0.37652206420900214,193,195
good,1,24.7231864929199,24.8486976623535,0.12551116943360086,196,196
good,0,24.8486976623535,25.2252197265625,0.3765220642089986,197,199
good,1,25.2252197265625,25.8527870178223,0.6275672912598012,200,204
good,0,25.8527870178223,25.9782981872559,0.1255111694335973,205,205
good,1,25.9782981872559,27.8609523773193,1.882654190063402,206,220
good,0,27.8609523773193,28.1119689941406,0.2510166168212997,221,222
good,1,28.1119689941406,28.8650798797607,0.7531108856200994,223,228
good,0,28.8650798797607,28.9905815124512,0.12550735473639918,229,229
good,1,28.9905815124512,29.869140625,0.8785591125487997,230,236
good,0,29.869140625,29.9946422576904,0.12550735473639918,237,237
good,1,29.9946422576904,30.2456760406494,0.2510337829589986,238,239
good,0,30.2456760406494,30.6221542358398,0.37647819519040127,240,242
good,1,30.6221542358398,31.5007095336914,0.878555297851598,243,249
good,0,31.5007095336914,31.6262187957764,0.12550926208500002,250,250
good,1,31.6262187957764,32.128231048584,0.5020122528075994,251,254
good,0,32.128231048584,32.379280090332,0.25104904174800424,255,256
good,1,32.379280090332,32.8812942504883,0.5020141601562997,257,260
good,0,32.8812942504883,33.7598724365234,0.8785781860350994,261,267
good,1,33.7598724365234,38.0270500183105,4.267177581787095,268,301
good,0,38.0270500183105,38.1525573730469,0.12550735473640628,302,302
good,1,38.1525573730469,39.031120300293,0.8785629272460938,303,309
good,0,39.031120300293,39.1566200256348,0.12550735473639918,310,310
good,1,39.1566200256348,39.6586494445801,0.5020294189452983,311,314
good,0,39.6586494445801,39.7841529846191,0.12550735473639918,315,315
good,1,39.7841529846191,40.4116821289063,0.6275291442872017,316,320
good,0,40.4116821289063,40.7881927490234,0.37651062011710223,321,323
good,1,40.7881927490234,48.4442405700684,7.656047821045,324,384
good,0,48.4442405700684,49.9503173828125,1.506076812744098,385,396
good,1,49.9503173828125,55.0961418151855,5.145824432372997,397,437
good,0,55.0961418151855,55.2216644287109,0.12552261352540484,438,438
good,1,55.2216644287109,55.7237243652344,0.5020599365235014,439,442
good,0,55.7237243652344,55.974739074707,0.2510147094725994,443,444
good,1,55.974739074707,57.6063346862793,1.631595611572294,445,457
good,0,57.6063346862793,59.488956451416,1.8826217651367045,458,472
good,1,59.488956451416,59.7399787902832,0.2510223388672017,473,474
good,0,59.7399787902832,63.6307067871094,3.8907279968262003,475,505
good,1,63.6307067871094,64.2582626342773,0.6275558471678977,506,510
good,0,64.2582626342773,64.8858032226563,0.6275405883790057,511,515
good,1,64.8858032226563,66.0154190063477,1.129615783691392,516,524
good,0,66.0154190063477,66.2664260864258,0.2510070800780966,525,526
good,1,66.2664260864258,74.800895690918,8.534469604492202,527,594
good,0,74.800895690918,75.0519332885742,0.25103759765620737,595,596
good,1,75.0519332885742,75.4284591674805,0.37652587890629263,597,599
good,0,75.4284591674805,75.8049850463867,0.37652587890620737,600,602
good,1,75.8049850463867,75.9305191040039,0.1255340576172017,603,603
good,0,75.9305191040039,76.5580520629883,0.6275329589843892,604,608
good,1,76.5580520629883,76.9345474243164,0.3764953613281108,609,611
good,0,76.9345474243164,79.4447555541992,2.5102081298827983,612,631
good,1,79.4447555541992,79.5702438354492,0.12550735473639918,632,632
good,0,79.5702438354492,80.1977844238281,0.627540588378892,633,637
good,1,80.1977844238281,85.9710693359375,5.773284912109403,638,683
good,0,85.9710693359375,86.4731216430664,0.5020523071289062,684,687
good,1,86.4731216430664,86.7241439819336,0.2510223388671875,688,689
good,0,86.7241439819336,87.1006698608398,0.37652587890620737,690,692
good,1,87.1006698608398,87.2261810302734,0.12551116943359375,693,693
good,0,87.2261810302734,87.6026916503906,0.3765106201172017,694,696
good,1,87.6026916503906,88.9832992553711,1.3806076049804972,697,707
good,0,88.9832992553711,125.6316261291504,36.64832687377931,708,999
bad,1,0.12337,0.37438,0.25101,0,1
bad,0,0.37438,7.905,7.53062,2,61
bad,1,7.905,8.0306,0.12599999999999767,62,62
bad,0,8.0306,20.205,12.174399999999999,63,159
bad,1,20.205,23.594,3.389000000000003,160,186
bad,0,23.594,24.974,1.379999999999999,187,197
bad,1,24.974,28.865,3.8909999999999982,198,228
bad,0,28.865,32.63,3.765000000000004,229,258
bad,1,32.63,33.007,0.37699999999999534,259,261
bad,0,33.007,36.647,3.6400000000000006,262,290
bad,1,36.647,36.898,0.2510000000000048,291,292
bad,0,36.898,38.153,1.2549999999999955,293,302
bad,1,38.153,38.78,0.6270000000000024,303,307
bad,0,38.78,38.906,0.12599999999999767,308,308
bad,1,38.906,39.91,1.0039999999999978,309,316
bad,0,39.91,41.165,1.2550000000000026,317,326
bad,1,41.165,46.562,5.3969999999999985,327,369
bad,0,46.562,50.578,4.016000000000005,370,401
bad,1,50.578,52.335,1.756999999999998,402,415
bad,0,52.335,52.586,0.25099999999999767,416,417
bad,1,52.586,78.065,25.479,418,620
bad,0,78.065,78.19,0.12599999999999767,621,621
bad,1,78.19,84.34,6.150000000000006,622,670
bad,0,84.34,84.466,0.12599999999999767,671,671
bad,1,84.466,146.09,61.62400000000001,672,1162
bad,0,146.09,146.22,0.12999999999999545,1163,1163
bad,1,146.22,165.17,18.94999999999999,1164,1314
bad,0,165.17,165.8,0.6300000000000239,1315,1319
bad,1,165.8,281.01,115.20999999999998,1320,2237
bad,0,281.01,283.15,2.1399999999999864,2238,2254
bad,1,283.15,514.206,231.05600000000004,2255,4095
